Cycle,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,Battery_ID,capacity_fade_total,capacity_fade_percent,capacity_rolling_mean_5,capacity_rolling_std_5,capacity_trend_5,voltage_rolling_mean_5,temp_rolling_mean_5,capacity_velocity,capacity_acceleration,cycle_normalized,cycles_from_start,voltage_change,resistance_proxy,internal_resistance,energy_discharged,power_avg,voltage_efficiency,discharge_capacity_ratio,temp_capacity_interaction,voltage_capacity_ratio,power_to_energy_ratio,degradation_acceleration_abs,remaining_capacity,estimated_cycles_to_eol
32,3.5614521756489204,-1.8921861285036712,31.931593674911532,1688.5975869565218,1.80210690024615,B0005,0.054380520572007374,2.929215676992941,1.8092198977745357,0.006277334429436687,-0.0035344225166739555,3.5595464855254186,32.16300414181596,-0.0004911033845003132,0.010351384458431534,0.052202283849918436,31,-0.0012946423685824548,0.6385478243510798,0.9528128027705572,6.418117540633583,6.738930404092107,84.79648037259334,0.9707078432300706,-0.11285974367789098,1.9762713161813326,1.049985507655077,0.010351384458431534,0.5025657056734398,1000.0
34,3.5603420474985823,-1.9027629207037406,31.941655359029298,1679.5417049180328,1.802579500826209,B0005,0.05390791999194833,2.903758969085339,1.8068954107862996,0.006121227010017053,-0.00336789050848259,3.5596630508953404,32.07852095391563,0.00047260058005904604,0.0009637039645593592,0.05546492659053834,33,-0.0011101281503380633,0.6396579525014179,0.9544692868646547,6.417799590750557,6.774486833002738,84.77004874996624,0.9709624103091467,-0.10757599790889683,1.9751373217473658,1.0555778093735186,0.0009637039645593592,0.5030383062534989,1000.0
36,3.5591189041401865,-1.9133470605822436,31.965008645476725,1670.3903406593408,1.8030683142834096,B0005,0.053419106534747796,2.8774289518862397,1.804758642092,0.004865194415922832,-0.002076285718478743,3.5598704378955377,32.007883594935734,0.000488813457200532,1.6212877141486004e-05,0.05872756933115824,35,-0.0012231433583957951,0.6408810958598137,0.9562944072504106,6.417334522822262,6.809829693499322,84.74092628905206,0.9712257104811376,-0.06636849094165287,1.9739234924965563,1.0611617127455661,1.6212877141486004e-05,0.5035271197106994,1000.0
38,3.557886771846508,-1.9131602105481538,31.966241678512723,1669.7937802197803,1.8027776247196041,B0005,0.05370979609855331,2.8930869930098044,1.8026260687412048,0.00035037211702182024,0.00013206562151656275,3.5603093434303403,31.969713872215276,-0.0002906895638055129,-0.000779503021006045,0.06199021207177814,37,-0.0012321322936785783,0.6421132281534923,0.958132940527565,6.414078663570748,6.806807405532356,84.71158980586924,0.9710691300699019,0.004221641574821435,1.9735583152691312,1.0612291745332252,0.000779503021006045,0.5032364301468939,1000.0
41,3.5520375235511907,-1.8553455745575975,32.37143341978575,1765.5130781249998,1.8470259949329193,B0005,0.009461425885238128,0.5096412601098294,1.8115116670016582,0.019856198140819445,0.009003631326693417,3.5581674845370777,32.035186555543206,0.04424837021331518,0.04453905977712069,0.06688417618270799,40,-0.005849248295317189,0.6479624764488094,0.9668609299589375,6.560705640976201,6.59025709998323,84.57232198931406,0.9949035873989017,0.2914604520283532,1.9231118204593511,1.0045043110641116,0.04453905977712069,0.5474848003602091,12.372993575150039
45,3.5525668436897124,-1.8746995273150975,32.70024990461686,1746.6842315789472,1.847417311283644,B0005,0.009070109534513371,0.48856294057280264,1.8205737492091572,0.0243271114311357,0.0133633301564378,3.5563904181452357,32.18891780148427,0.00039131635072475746,-0.04385705386259042,0.0734094616639478,44,0.0005293201385216939,0.6474331563102877,0.9660711018747837,6.5630734865246705,6.659995382620392,84.58492484975505,0.995114370594272,0.43698423567341876,1.9229909896325896,1.0147677603023526,0.04385705386259042,0.5478761167109338,1000.0
49,3.556794038327039,-1.873827212788385,32.32266411829938,1737.6627513227513,1.8361774213478947,B0005,0.020309999470262685,1.0940014590194223,1.8272933333134944,0.02269995021471006,0.01108579006930105,3.5556808163109275,32.26511955333829,-0.011239889935749314,-0.011631206286474072,0.0799347471451876,48,0.004227194637326459,0.6432059616729613,0.959763469123328,6.530904905560908,6.6648174593007,84.68557234111998,0.9890599854098058,0.3583222688959966,1.9370644671777304,1.0205044409122799,0.011631206286474072,0.5366362267751845,47.743904063363885
53,3.5614100044534203,-1.883193546754683,31.98795810666763,1718.3130374331552,1.8257807475776242,B0005,0.030706673240533222,1.6540200001463372,1.8318358199723375,0.018529816528859842,0.0035157672131014015,3.556139036373574,32.269709445576474,-0.010396673770270537,0.0008432161654787773,0.0864600326264274,52,0.004615966126381377,0.6385899955465799,0.9528757287620778,6.502353820361396,6.706824337734248,84.79547629651,0.9834597999985366,0.11246221432548324,1.9506230467040264,1.031445615391241,0.0008432161654787773,0.526239553004914,50.61614557049052
57,3.5566107947817986,-1.873239184822504,31.894456524691385,1727.275670212766,1.8251136435078368,B0005,0.03137377731032065,1.689953670491027,1.8363030237299838,0.010890888397935039,-0.006546126655618524,3.5558838409606324,32.2553524148122,-0.0006671040697874275,0.00972956970048311,0.0929853181076672,56,-0.004799209671621618,0.6433892052182015,0.960036897031578,6.491218886203511,6.662382705947975,84.68120939956663,0.9831004632950897,-0.20878515202274844,1.9487064859950607,1.0263685176459318,0.00972956970048311,0.5255724489351266,787.8417667315387
61,3.5586742170266272,-1.9139593751505897,31.78039681801023,1689.6680706521743,1.8255815042203762,B0005,0.03090591659778119,1.664752276326273,1.8320141255874751,0.009778054934097825,-0.005473539196659401,3.5572111796557193,32.1371450944571,0.0004678607125394585,0.001134964782326886,0.09951060358890701,60,0.0020634222448285833,0.641325782973373,0.9569579496803875,6.49664983014974,6.811157880784798,84.73033850063398,0.9833524772367372,-0.1739512476687687,1.9493373529473705,1.0484108053931867,0.001134964782326886,0.526040309647666,1000.0
65,3.564103182686905,-1.9030532722310995,31.688747146342205,1688.6594782608695,1.8140311275083907,B0005,0.042456293309766746,2.286915215997326,1.8253368888324246,0.007836518201402213,-0.004449183103625761,3.559518447455158,31.934844542802164,-0.011550376711985555,-0.012018237424525013,0.10603588907014681,64,0.005428965660277729,0.6358968173130952,0.9488570873962334,6.46539411504577,6.782678224381591,84.85959958778345,0.9771308478400268,-0.1409890383785748,1.964742020486867,1.049074210123937,0.012018237424525013,0.5144899329356805,44.54313013027586
69,3.559588063594272,-1.9134590742247914,31.596747992569153,1680.233169398907,1.8147691941158939,B0005,0.04171822670226355,2.2471591368972623,1.8210552433860243,0.006085652344717251,-0.0033105622922908777,3.5600772525086044,31.789661317656122,0.0007380666075031961,0.012288443319488751,0.11256117455138662,68,-0.004515119092633135,0.6404119364057284,0.955594348276993,6.4598307615535315,6.811126080786713,84.75209675224457,0.9775284086310274,-0.10460300246321692,1.9614549746246968,1.0543815050579899,0.012288443319488751,0.5152279995431837,698.0779164175268
73,3.556833231052199,-1.913620909902553,31.565586498787077,1679.2383551912565,1.813969388710352,B0005,0.04251803210780536,2.2902407864992473,1.81869297161257,0.00608518620924343,-0.0033100819699452646,3.5591618978283597,31.70518699608001,-0.0007998054055418091,-0.0015378720130450052,0.11908646003262642,72,-0.0027548325420729824,0.6431667689478013,0.9597049874734284,6.451986601876423,6.806430443977746,84.68650550124282,0.9770975921350076,-0.10448467874038278,1.9608011321409022,1.054935613474188,0.0015378720130450052,0.5144281941376418,643.1916945962058
77,3.5624410850948944,-1.9025819745719061,31.59124667045208,1679.283196721312,1.802765665167823,B0005,0.053721755650334435,2.893731196231815,1.8142233759445674,0.008072880536489429,-0.004569341690314692,3.5603279558909797,31.64454502523215,-0.011203723542529076,-0.010403918136987267,0.12561174551386622,76,0.0056078540426955925,0.6375589149051057,0.9513371958622377,6.4222464723922785,6.777836193975928,84.82002583559272,0.9710626880376818,-0.14435120046031188,1.9760977002872193,1.0553684326990946,0.010403918136987267,0.5032244705951128,44.91582362639387
81,3.5591407106855666,-1.9130621638638965,31.603485399391182,1670.9220934065934,1.804077040117352,B0005,0.05241038070080539,2.8230937690764444,1.8099224831239624,0.005961087529615636,-0.0031911703730148977,3.560421254622767,31.60916274150834,0.0013113749495290428,0.012515098492058119,0.13213703099510604,80,-0.003300374409327844,0.6408592893144336,0.9562618684885044,6.420964038694786,6.808857429480216,84.74144549251349,0.9717690623092355,-0.10085210629054603,1.972831886632763,1.0604104599321629,0.012515098492058119,0.5045358455446418,384.73805354131326
85,3.5573161327793144,-1.920618117118412,31.91556385491565,1733.8072614555256,1.8518025516704486,B0005,0.0046848691477088256,0.2523512465085379,1.817476767956374,0.019961596531074568,0.006417436651610719,3.559063844641249,31.654526083223026,0.04772551155309657,0.046414136603567524,0.13866231647634583,84,-0.0018245779062522338,0.6426838672206858,0.9589844228883978,6.587447091779187,6.832245812933557,84.69800316141225,0.9974764875349146,0.20481610923935797,1.921001852800332,1.0371613946561888,0.046414136603567524,0.5522613570977384,11.571617341038351
89,3.561870782772737,-1.9298830859597569,32.081128118597164,1705.8462164383564,1.8307038456739428,B0005,0.025783575144214588,1.388836512172634,1.820663698267984,0.020680324883009586,0.008250580042980592,3.5595203884769417,31.75140210842863,-0.021098705996505762,-0.06882421754960233,0.14518760195758565,88,0.00455464999342281,0.638129217227263,0.9521881757470309,6.520730539815707,6.873994178047345,84.80644720887469,0.9861116348782737,0.26468791541160125,1.945629158528093,1.0541754694622947,0.06882421754960233,0.5311626511012326,25.175129279928377
93,3.5617586337260088,-1.9293005284805407,31.849792632896243,1696.4787851239669,1.8199041089501267,B0005,0.036583311868030766,1.9705661055278485,1.8218506423159386,0.020368004097608746,0.006090369312119672,3.560505469011704,31.80824333525046,-0.010799736723816178,0.010298969272689584,0.15171288743882544,92,-0.00011214904672840476,0.6382413662739914,0.9523555195910882,6.482059172606553,6.871702814367717,84.8037769934764,0.9802943389447215,0.1939769996487665,1.9571133535056031,1.060111089915349,0.010298969272689584,0.5203629143774164,48.18292590687728
97,3.5597307651083123,-1.923330987770314,31.465690433362017,1691.6339806629833,1.8093079637028517,B0005,0.04717945711530569,2.5413292105428655,1.8231591020229445,0.01899963462611603,-0.002143659554932562,3.5599634050143876,31.78313208783245,-0.010596145247274924,0.00020359147654125387,0.15823817292006526,96,-0.0020278686176964378,0.6402692348916879,0.9553814153933977,6.440649221948515,6.8465404886521455,84.75549440734078,0.9745867078945714,-0.0674517279500266,1.967454317629333,1.063020241083838,0.00020359147654125387,0.5097667691301415,48.10869964822739
101,3.5575937553540915,-1.9284469980320087,31.40934895665031,1682.8217166666666,1.80460990458052,B0005,0.05187751623763748,2.7943909372019857,1.823265674915578,0.018866871189903194,-0.011578117615094813,3.559654013948093,31.744304799284276,-0.004698059122331788,0.005898086124943136,0.16476345840130505,100,-0.00213700975422082,0.6424062446459087,0.9585701667692815,6.420068927385801,6.860630997730018,84.70461322271646,0.9720560906279802,-0.36366113643365283,1.971392125425052,1.0686226386861568,0.005898086124943136,0.5050687100078097,107.50582248039674
105,3.5597237883937995,-1.9231439161693824,31.902247475518077,1682.8505666666667,1.7993770651972192,B0005,0.05711035562093825,3.076258690498943,1.812780577620932,0.012554494483531013,-0.007794776532305746,3.5601355450709904,31.74164152340476,-0.005232839383300769,-0.0005347802609689811,0.17128874388254486,104,0.002130033039708046,0.6402762116062006,0.9553918257380196,6.405285343272762,6.845861146892962,84.75532829509046,0.9692374130950105,-0.24867088994997855,1.9783089699454623,1.068783165777762,0.0005347802609689811,0.49983587062450896,95.51905457285842
109,3.559061771422033,-1.9170149640438081,31.649024294808623,1677.6330139275765,1.7884432335370462,B0005,0.06804418728111128,3.6652113296369158,1.8043284551935528,0.011665464399975642,-0.007285264933179461,3.559573742800849,31.655220758647054,-0.010933831660173032,-0.005700992276872263,0.17781402936378465,108,-0.0006620169717663771,0.640938228577967,0.9563796581638703,6.365179942840109,6.822774673772301,84.73956598623889,0.9633478867036308,-0.2305715268643141,1.990033401498125,1.0718903055438236,0.005700992276872263,0.4889020389643359,44.714611872540836
113,3.557015527748059,-1.922048805055383,31.48874626238971,1668.2284341736695,1.7829230484252723,B0005,0.07356437239288516,3.9625570078177637,1.7969322430885817,0.011027272102957973,-0.006893650159863329,3.5586251216052593,31.583011484545743,-0.005520185111773879,0.005413646548399154,0.18433931484502447,112,-0.002046243673974324,0.6429844722519413,0.9594329724119179,6.341884968028598,6.836757444671599,84.6908458987633,0.9603744299218223,-0.21707240070561862,1.9950471395216496,1.07803239559497,0.005413646548399154,0.48338185385256205,87.56623991133337
117,3.5562481933590964,-1.9162302821549877,31.329995610092634,1663.9107808988765,1.7730337158018288,B0005,0.08345370501632865,4.495247534699183,1.7896773935083772,0.012661159640085977,-0.007960639432933103,3.557928607255416,31.55587251989187,-0.009889332623443492,-0.004369147511669613,0.19086460032626426,116,-0.0007673343889624817,0.6437518066409038,0.9605779548265907,6.305347948585019,6.814590478973667,84.67257603235943,0.9550475246530081,-0.24940679848732444,2.005742001217859,1.0807635890265068,0.004369147511669613,0.47349252122911856,47.879117758327276
121,3.5532756526091784,-1.9220800182578983,31.569551201845574,1659.1183577464788,1.773037755078937,B0005,0.08344966573922052,4.495029958373976,1.7833629636080606,0.011132805228689785,-0.006808813797178346,3.5570649867064335,31.587912968930926,4.039277108125461e-06,0.009893371900551617,0.19738988580750408,120,-0.002972540749917929,0.6467243473908217,0.9650134485754847,6.300091886278822,6.829680131242395,84.60180125259949,0.9550497004162602,-0.21495119579385438,2.004060907575532,1.0840604001533662,0.009893371900551617,0.4734965605062267,47.879117758327276
125,3.556266431640255,-1.9162417890311958,32.111426258867944,1659.0365295774648,1.7678721106662054,B0005,0.08861531015195201,4.773278243539032,1.777061972701858,0.008377948021410788,-0.00510275390880169,3.5563735153557245,31.629748725600894,-0.005165644412731485,-0.00516968368983961,0.2039151712887439,124,0.0029907790310765847,0.6437335683597452,0.9605507404706322,6.2870242425952325,6.814666349237909,84.67301027714893,0.9522672175646096,-0.16385670585963563,2.01160842471807,1.083925572143948,0.00516968368983961,0.4683309160934952,90.6626315468454
129,3.5563095420140822,-1.9158809823517762,32.271676011112376,1654.2645677966102,1.7623150704093087,B0005,0.09417235040884875,5.072609130168349,1.7718363400763102,0.007618429948804054,-0.004637756116755186,3.555823069474134,31.75427906886165,-0.005557040256896739,-0.0003913958441652543,0.21044045676998369,128,4.3110373827204285e-05,0.643690457985918,0.9604864130787778,6.267337900931843,6.813465818900935,84.67403671462101,0.9492739086983165,-0.14966816281847803,2.0179760144638084,1.0871387384247932,0.0003913958441652543,0.46277387583659846,83.2770421740707
133,3.558950851054106,-1.9114406265753041,31.842291659678658,1639.2639497206703,1.7676172924938447,B0005,0.08887012832431274,4.787004066267656,1.7687751888900247,0.004477553101333219,-0.002155553128559684,3.556210134135344,31.824988148319438,0.005302222084536012,0.010859262341432752,0.2169657422512235,132,0.002641309040023909,0.641049148945894,0.9565451686277988,6.290863067458924,6.802723244689572,84.73692502509776,0.9521299593373235,-0.06863775140753026,2.013417081948184,1.0813656523344746,0.010859262341432752,0.46807609792113447,88.27923283075664
135,3.5534418211598053,-1.9158166997544155,31.759815453754253,1654.5475056497176,1.762668359743147,B0005,0.09381906107501048,5.0535791421449145,1.7667021176782884,0.0044120323159230045,-0.0020993608843940413,3.5556488596954856,31.91095211705176,-0.004948932750697743,-0.010251154835233756,0.22022838499184338,134,-0.005509029894300799,0.6465581788401948,0.9647654992184947,6.263539466346455,6.807743182583698,84.60575764666203,0.9494642085785509,-0.06667531425918508,2.015944633894493,1.0868843757050162,0.010251154835233756,0.4631271651704367,93.58122013380381
139,3.5510121537420285,-1.9151304155635374,31.41911167391793,1644.689880681818,1.7517304870664143,B0005,0.10475693375174311,5.642749451303933,1.762440664075784,0.006539755433145819,-0.0031929957865746393,3.5551961599220556,31.88086421146623,-0.01093787267673263,-0.005988939926034886,0.2267536704730832,138,-0.0024296674177768374,0.6489878462579717,0.9683909414075507,6.22041624965328,6.800651381667143,84.54790842242924,0.9435725054869607,-0.10032109119273801,2.0271452600501534,1.0932791486496107,0.005988939926034886,0.4521892924937041,41.34161238278214
143,3.551317608213948,-1.9148485784393638,31.331626572312267,1635.3817171428573,1.7418496047960008,B0005,0.11463781602215661,6.174984798530739,1.7572361629017432,0.010369794505527245,-0.005681773665404755,3.554206395236794,31.724904274155097,-0.009880882270413505,0.0010569904063191249,0.233278955954323,142,0.0003054544719196528,0.648682391786052,0.967935155763297,6.185861172372545,6.80023547367516,84.55518114795115,0.9382501520146926,-0.17801921075285967,2.0388198834364153,1.0993191221371974,0.0010569904063191249,0.4423084102232906,44.76406034587642
147,3.549003180550162,-1.9144128654409127,31.35934131425137,1630.6119570200576,1.7360913511847138,B0005,0.12039606963344363,6.485154075559793,1.751991419056824,0.013359468771545672,-0.008387063756540978,3.5527451229440095,31.542437334782896,-0.005758253611287012,0.004122628659126493,0.2398042414355628,146,-0.0023144276637863115,0.6509968194498383,0.9713886422917071,6.161393727080177,6.7942573483359485,84.50007572738481,0.935148459244402,-0.2630127949657558,2.044249099062853,1.1027143612774246,0.004122628659126493,0.4365501566120036,75.81294365991486
149,3.5597648340955175,-1.9388813849818083,34.31088483888259,1663.7565028089887,1.7936240148573608,B0005,0.06286340596079665,3.3861476924574383,1.7571927635295275,0.022736187093673352,0.004627217434672559,3.5529079195522923,32.03615597062368,0.05753266367264698,0.06329091728393399,0.24306688417618272,148,0.010761653545355632,0.6402351659044827,0.9553305791585088,6.384879693678449,6.901961771740654,84.75630557370279,0.9661385230754256,0.1587639245255199,1.9846772816423348,1.0809854065964875,0.06329091728393399,0.49408282028465056,8.587866244050764
153,3.5623454342368555,-1.927509725704535,33.43585640373788,1663.5275196629213,1.7831890223273275,B0005,0.07329839849082997,3.9482302798759195,1.7612968960463635,0.025638548190385604,0.011469148058318439,3.554688642167702,32.37136416062041,-0.010434992530033327,-0.0679676562026803,0.2495921696574225,152,0.0025806001413379853,0.6376545657631447,0.9514799218393063,6.352335272069037,6.866455470810684,84.81774843421084,0.9605176972012408,0.38348078755114445,1.9977385401282157,1.0809340465705917,0.0679676562026803,0.48364782775461723,46.34865107594596
157,3.558336657621618,-1.9267185977839403,32.66698125020078,1649.7849801699717,1.7673642076278957,B0005,0.08912321319026173,4.800636524161579,1.7644236401586597,0.0251284403544059,0.00981268768064027,3.55615354294362,32.62093807587698,-0.015824814699431755,-0.005389822169398428,0.2561174551386623,156,-0.004008776615237242,0.641663342378382,0.9574616408849032,6.288876847370726,6.855913415415917,84.72230137194329,0.9519936347583842,0.32055088447755187,2.013357881903421,1.0901649979490788,0.005389822169398428,0.4678230130551855,29.562621865770364
161,3.554013138622869,-1.9261308349663746,32.28423408691397,1640.4004786324788,1.7570177850353066,B0005,0.09946963578285084,5.357948277344879,1.767457276206521,0.02249999409877056,0.001559306047172027,3.556692649025404,32.81145957879731,-0.01034642259258911,0.0054783921068426444,0.2626427406199021,160,-0.004323518998749165,0.6459868613771311,0.9639130045853689,6.244464292809531,6.845494294177133,84.61936044340163,0.9464205172265512,0.050341001440042235,2.0227530813249297,1.0962500501539716,0.0054783921068426444,0.45747659046259637,44.21591969288744
165,3.552376095886298,-1.9202346781375206,32.00739178780946,1636.1661114285714,1.7468706179837907,B0005,0.1096168028343667,5.904527098064493,1.7696131295663364,0.01898518938238159,-0.011967803103916388,3.5573672320926315,32.941069673508935,-0.01014716705151586,0.00019925554107325105,0.26916802610114193,164,-0.0016370427365708373,0.647623904113702,0.966355727304959,6.205541425931743,6.821395769107648,84.58038323538804,0.9409547290193551,-0.38305816278641397,2.0335656569611276,1.0992426447436754,0.00019925554107325105,0.4473294234110805,44.084168629534396
169,3.549618661283733,-1.9201011498853633,32.06387071886056,1630.8346131805158,1.7417172507457144,B0005,0.11477017007244306,6.182114071199234,1.7592317767440069,0.016617345411852488,-0.010343713280733425,3.5553379975302746,32.491666849504526,-0.005153367238076356,0.004993799813439503,0.27569331158238175,168,-0.0027574346025653895,0.6503813387162674,0.9704702491808997,6.182432055926786,6.8156268731854395,84.51473003056506,0.9381788592880077,-0.33165948538639756,2.037999370887535,1.1024184029085513,0.004993799813439503,0.44217605617300415,85.80332736738148
173,3.54938103086703,-1.9144278105456467,32.43754560319043,1630.6591977077362,1.7364225056478186,B0005,0.12006491517033879,6.467316385985851,1.7498784734081052,0.012383825031873272,-0.007718393824974923,3.55274511685631,32.292004689395036,-0.005294745097895737,-0.00014137785981938045,0.2822185970636215,172,-0.00023763041670266105,0.65061896913297,0.9708248307717023,6.163225103116966,6.795033755715019,84.5090721635007,0.9353268361401414,-0.2503657516810075,2.044076841507441,1.1025126686154176,0.00014137785981938045,0.4368813110751084,82.5122461983554
177,3.5472118680418956,-1.908340706503589,32.16809876635083,1626.42533045977,1.7263217239235826,B0005,0.1301656968945748,7.011396653429008,1.7416699766672425,0.011464171808594171,-0.0071840234559420995,3.5505201589403654,32.19222819262505,-0.010100781724236008,-0.004806036626340271,0.28874388254486133,176,-0.002169162825134574,0.6527881319581046,0.9740615595369794,6.123628907160277,6.769288802376987,84.45742542956894,0.92988603346571,-0.2310963760705265,2.0547802989930495,1.1054374628191053,0.004806036626340271,0.4267805293508724,42.25222769905493
181,3.5467052098640246,-1.902207182631691,32.05752645824972,1621.600925072046,1.7158065389330133,B0005,0.14068088188514416,7.577798820912335,1.733427727446784,0.012443851591214295,-0.007752368492368747,3.5490585731885966,32.1468866668922,-0.01051518499056936,-0.0004144032663333519,0.29526916802610115,180,-0.0005066581778709889,0.6532947901359756,0.9748175724464188,6.0854599907524785,6.746568124880587,84.44536213961963,0.9242220117908766,-0.24852175805821258,2.067077569286785,1.1086373314642992,0.0004144032663333519,0.41626534436030305,39.5870681051864
185,3.544629653883431,-1.9020484449938713,31.975920928072714,1616.5487167630058,1.710533351135192,B0005,0.14595406968296554,7.8618399481879235,1.726160274077064,0.013217030093767968,-0.00829837659358525,3.5475092847880227,32.14059249494485,-0.005273187797821377,0.0052419971927479825,0.30179445350734097,184,-0.002075555980593613,0.6553703461165692,0.9779146252211054,6.0632072403904,6.742057321248144,84.3959441400817,0.9213816005181208,-0.2653482337878514,2.0722365053747973,1.1119622097584831,0.0052419971927479825,0.41099215656248167,77.93998096033741
